StationAdd,StationA_1,BikesCapac,HubName,HubDist,StationUID,StationID,AuthorityI,StationNam,StationN_1,originlat,originlon,Tlat,Tlon,url,http
東園街/東園街35巷(東北側),"The N.E. side of Dongyuan St. & Ln. 35, Dongyuan St.",44,BL10,952.2980156,TPE0080,80,TPE,華江高中,Huajiang High School,25.02751,121.495869,25.035109,121.499798,"https://api.mapbox.com/directions/v5/mapbox/walking/121.495869,25.02751;121.499798, 25.035109?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.495869,25.02751;121.499798, 25.035109?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
羅斯福路/辛亥路交叉口(古亭國小前),The intersection of Roosevelt Rd. & Xinhai Rd. (Gu Ting Elementary School),40,G08,72.03205472,TPE0081,81,TPE,捷運台電大樓站(2號出口),MRT Taipower Building Sta. (Exit 2),25.020547,121.528552,25.020192,121.529093,"https://api.mapbox.com/directions/v5/mapbox/walking/121.528552,25.020547;121.529093, 25.020192?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.528552,25.020547;121.529093, 25.020192?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
中華路一段/寶慶路(東南側)(鄰近國軍歷史文物館/中山堂/西門紅樓),"The S.E. side of Sec. 1, Zhonghua Rd. & Baoqing Rd.",60,BL11,21.74181086,TPE0082,82,TPE,捷運西門站(3號出口),MRT Ximen Sta.(Exit 3),25.041778,121.508693,25.041789,121.508888,"https://api.mapbox.com/directions/v5/mapbox/walking/121.508693,25.041778;121.508888, 25.041789?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.508693,25.041778;121.508888, 25.041789?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
信義路三段31巷/信義路三段(南側)(鄰近大安森林公園),"The S. side of Ln. 31, Sec. 3, Xinyi Rd. & Sec. 3, Xinyi Rd.",74,R06,28.42682207,TPE0083,83,TPE,捷運大安森林公園站,MRT Daan Park Sta.,25.033344,121.534236,25.033391,121.534487,"https://api.mapbox.com/directions/v5/mapbox/walking/121.534236,25.033344;121.534487, 25.033391?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.534236,25.033344;121.534487, 25.033391?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
西藏路115號/西藏路(東南側),"The S.E. side of No.115, Xizang Rd. & Xizang Rd.",38,BL10,651.9881462,TPE0084,84,TPE,復華花園新城,Fuhua Garden New Village(City),25.029705,121.502899,25.035421,121.501622,"https://api.mapbox.com/directions/v5/mapbox/walking/121.502899,25.029705;121.501622, 25.035421?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.502899,25.029705;121.501622, 25.035421?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
信義路四段/敦化南路一段(東北側),"The N.E. side of Sec. 4, Xinyi Rd. & Sec. 1, Dunhua S. Rd.",46,R04,360.5477287,TPE0085,85,TPE,信義敦化路口,Xinyi & Dunhua Intersection,25.033362,121.54911,25.03303,121.552332,"https://api.mapbox.com/directions/v5/mapbox/walking/121.54911,25.033362;121.552332, 25.03303?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.54911,25.033362;121.552332, 25.03303?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
復興北路/民權東路三段(東北側),"The N.E. side of Fuxing N. Rd. & Sec. 3, Minquan E. Rd.",36,BR12,203.5191265,TPE0086,86,TPE,民權復興路口,Minquan & Fuxing Intersection,25.062344,121.545138,25.060889,121.544031,"https://api.mapbox.com/directions/v5/mapbox/walking/121.545138,25.062344;121.544031, 25.060889?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.545138,25.062344;121.544031, 25.060889?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
復興南路/信義路三段(西南側),The S.W. side of Fuxing S. Rd. & Sec. 3 Xinyi Rd.,48,BR09,77.51706184,TPE0087,87,TPE,捷運大安站,MRT Daan Sta.,25.033078,121.543057,25.032862,121.543719,"https://api.mapbox.com/directions/v5/mapbox/walking/121.543057,25.033078;121.543719, 25.032862?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.543057,25.033078;121.543719, 25.032862?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
信義路五段/信義路五段91巷(西北側),"The N.W. side of Sec. 5, Xinyi Rd. & Ln. 91, Sec. 5, Xinyi Rd.",62,R02,52.57392216,TPE0088,88,TPE,捷運象山站,MRT Xiangshan Sta.,25.032922,121.57087,25.03302,121.570408,"https://api.mapbox.com/directions/v5/mapbox/walking/121.57087,25.032922;121.570408, 25.03302?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.57087,25.032922;121.570408, 25.03302?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
重慶南路三段/和平西路一段(東北側),"The N.E. side of Sec. 3, Chongqing S. Rd. & Sec. 1, Heping W. Rd.",44,R08,603.1448318,TPE0089,89,TPE,和平重慶路口,Heping Chongqing Intersection,25.027323,121.516385,25.032406,121.518261,"https://api.mapbox.com/directions/v5/mapbox/walking/121.516385,25.027323;121.518261, 25.032406?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.516385,25.027323;121.518261, 25.032406?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
康定路/桂林路(東南側)(鄰近艋舺龍山寺/艋舺清水巖祖師廟/台北市鄉土教育中心(剝皮寮歷史街區)),The S.E. side of Kangding Rd. & Guilin Rd.,44,BL10,263.1108638,TPE0090,90,TPE,老松國小,Laosong Elementary School,25.037783,121.501708,25.035421,121.501622,"https://api.mapbox.com/directions/v5/mapbox/walking/121.501708,25.037783;121.501622, 25.035421?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.501708,25.037783;121.501622, 25.035421?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
中山北路三段/酒泉街(西南側)(鄰近台北市立美術館/花博公園美術園區/台北故事館/花博公園圓山園區/花博圓山公園區-爭艷館/中山親子館),"The S.W. side of Sec. 3, Zhongshan N. Rd. & Jiuquan St.",36,R14,360.5370223,TPE0091,91,TPE,市立美術館,Taipei Fine Arts Museum,25.070629,121.523268,25.070785,121.520033,"https://api.mapbox.com/directions/v5/mapbox/walking/121.523268,25.070629;121.520033, 25.070785?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.523268,25.070629;121.520033, 25.070785?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
開封街二段/西寧南路(東北側)(鄰近西門町),"The N.E. side of Sec. 2, Kaifeng St. & Xining S. Rd.",42,G13,381.4607262,TPE0092,92,TPE,開封西寧路口,Kaifong & Xining Intersection,25.046618,121.507169,25.048737,121.509862,"https://api.mapbox.com/directions/v5/mapbox/walking/121.507169,25.046618;121.509862, 25.048737?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.507169,25.046618;121.509862, 25.048737?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
松仁路/吳興街交叉口,The intersection of Songren Rd. & Wuxing St.,56,R02,944.9959372,TPE0093,93,TPE,吳興公車總站,Wu Xing Bus Station.,25.023877,121.569836,25.032366,121.569809,"https://api.mapbox.com/directions/v5/mapbox/walking/121.569836,25.023877;121.569809, 25.032366?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.569836,25.023877;121.569809, 25.032366?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
羅斯福路六段/景中街交叉口(東北側)(鄰近景美夜市),"The intersectionof Sec. 6, Roosevelt Rd. & Jingzhong St.",52,G05,54.98653263,TPE0094,94,TPE,捷運景美站,MRT Jingmei Sta.,24.993254,121.541059,24.993069,121.541517,"https://api.mapbox.com/directions/v5/mapbox/walking/121.541059,24.993254;121.541517, 24.993069?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.541059,24.993254;121.541517, 24.993069?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
東園街/萬大路344巷(東南側),"The S.E. side of Dongyuan St. & Ln. 344, Wanda Rd.",32,BL10,1325.379118,TPE0095,95,TPE,東園國小,Dongyuan Elementary School,25.023393,121.497679,25.035109,121.499798,"https://api.mapbox.com/directions/v5/mapbox/walking/121.497679,25.023393;121.499798, 25.035109?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.497679,25.023393;121.499798, 25.035109?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
撫遠街/富錦街(東南側),The S.E. side of Fuyuan St. & Fujin St.,30,G18,1129.745008,TPE0096,96,TPE,三民公園,Sanmin Park,25.061567,121.566558,25.051588,121.56471,"https://api.mapbox.com/directions/v5/mapbox/walking/121.566558,25.061567;121.56471, 25.051588?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.566558,25.061567;121.56471, 25.051588?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
基河路18號對面(鄰近劍潭公園),"The opposite of No.18, Jihe Rd.",52,R15,71.99514377,TPE0097,97,TPE,捷運劍潭站(2號出口),MRT Jiantan Sta.(Exit 2),25.082825,121.524721,25.083466,121.524807,"https://api.mapbox.com/directions/v5/mapbox/walking/121.524721,25.082825;121.524807, 25.083466?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.524721,25.082825;121.524807, 25.083466?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
羅斯福路六段/景隆街交叉口(東南側),"The intersection of Sec. 6, Roosevelt Rd. & Jinglong St. (the S.E. side)",42,G06,246.0760086,TPE0098,98,TPE,羅斯福景隆街口,Roosevelt & Jinglong Intersection,24.999378,121.540197,25.00151,121.539613,"https://api.mapbox.com/directions/v5/mapbox/walking/121.540197,24.999378;121.539613, 25.00151?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.540197,24.999378;121.539613, 25.00151?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
民生西路/萬全街(東北側),The N.E. side of Minsheng W. Rd. & Wanquan St.,42,R12,11.62049656,TPE0099,99,TPE,捷運雙連站(2號出口),MRT Shuanglian Sta. (Exit 2),25.057866,121.520711,25.057825,121.520615,"https://api.mapbox.com/directions/v5/mapbox/walking/121.520711,25.057866;121.520615, 25.057825?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.520711,25.057866;121.520615, 25.057825?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
金山北路/市民大道三段(南側)(鄰近華山文化創意產業園區/光華數位新天地(光華商場)/三創生活園區),"The S. side of Jinshan N. Rd. & Sec. 3, Civic Blvd.",40,BL14,353.7155581,TPE0100,100,TPE,金山市民路口,Jinshen & Civic Blvd. Intersection,25.045753,121.530697,25.042784,121.531829,"https://api.mapbox.com/directions/v5/mapbox/walking/121.530697,25.045753;121.531829, 25.042784?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.530697,25.045753;121.531829, 25.042784?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
忠孝東路二段41號前(鄰近華山文化創意產業園區/光華數位新天地(光華商場)/三創生活園區),"Front of No.41, Sec. 2, Zhongxiao E. Rd.",50,BL14,384.8245725,TPE0101,101,TPE,華山文創園區,Huashan 1914‧Creative Park,25.043668,121.528487,25.042784,121.531829,"https://api.mapbox.com/directions/v5/mapbox/walking/121.528487,25.043668;121.531829, 25.042784?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.528487,25.043668;121.531829, 25.042784?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
師大路/汀州路交叉口(鄰近客家文化主題公園(原兒童交通博物館)),The intersection of Shida Rd. & Tingzhou Rd.,32,G08,229.3929553,TPE0102,102,TPE,臺北市客家文化主題公園,Taipei City Hakka Cultural Park,25.02043,121.525322,25.021018,121.527297,"https://api.mapbox.com/directions/v5/mapbox/walking/121.525322,25.02043;121.527297, 25.021018?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.525322,25.02043;121.527297, 25.021018?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
艋舺大道83號(對側),"No.83, Bangka Blvd. (oppsite)",60,BL10,252.6820031,TPE0103,103,TPE,萬華車站,Wanhua Rail Sta.,25.033639,121.503028,25.035421,121.501622,"https://api.mapbox.com/directions/v5/mapbox/walking/121.503028,25.033639;121.501622, 25.035421?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.503028,25.033639;121.501622, 25.035421?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
萬盛街/興隆路一段(西北側),"The N.W. side of Wansheng St. Sec. 1, Xinglong Rd.",38,G06,264.7412712,TPE0104,104,TPE,台北花木批發市場,Taipei Pot Plant Auction,25.004023,121.54074,25.00221,121.539195,"https://api.mapbox.com/directions/v5/mapbox/walking/121.54074,25.004023;121.539195, 25.00221?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.54074,25.004023;121.539195, 25.00221?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
昆明街/西寧南路50巷(東南側)(鄰近西門町/台北市電影主題公園/西門紅樓),"The S.E. side of Kunming St. & Ln. 50, Xining S. Rd.",42,BL11,318.5988331,TPE0105,105,TPE,峨嵋停車場,Emei Parking Lot,25.044412,121.505409,25.042573,121.507602,"https://api.mapbox.com/directions/v5/mapbox/walking/121.505409,25.044412;121.507602, 25.042573?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.505409,25.044412;121.507602, 25.042573?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
西園路二段/艋舺大道(西南側),"The S.W. side of Sec. 2, Xiyuan Rd. & Bangka Blvd.",44,BL10,338.5779156,TPE0106,106,TPE,西園艋舺路口,Xiyuan & Bangka Intersection,25.032932,121.497674,25.035109,121.499798,"https://api.mapbox.com/directions/v5/mapbox/walking/121.497674,25.032932;121.499798, 25.035109?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.497674,25.032932;121.499798, 25.035109?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
博愛路/愛國西路交叉口(西北側),The intersection of Bo’ai Rd. & Aiguo W. Rd.,54,G11,36.90774172,TPE0107,107,TPE,捷運小南門站(1號出口),MRT Xiaonanmen Sta. (Exit 1),25.036402,121.509422,25.036434,121.509752,"https://api.mapbox.com/directions/v5/mapbox/walking/121.509422,25.036402;121.509752, 25.036434?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.509422,25.036402;121.509752, 25.036434?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
哈密街59巷/哈密街(東北側)(鄰近台北孔廟/保安宮),"The N.E. side of Ln. 59, Hami St. & Hami St.",32,R14,504.4029114,TPE0108,108,TPE,臺北孔廟,Taipei Confucius Temple,25.073306,121.515843,25.071776,121.520108,"https://api.mapbox.com/directions/v5/mapbox/walking/121.515843,25.073306;121.520108, 25.071776?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.515843,25.073306;121.520108, 25.071776?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
濱江街5號對面(鄰近林安泰古厝/花博公園新生園區),"No.5, Binjiang St.",36,O10,1071.743341,TPE0109,109,TPE,林安泰古厝,Lin An-tai Historical House,25.071606,121.530805,25.062835,121.526835,"https://api.mapbox.com/directions/v5/mapbox/walking/121.530805,25.071606;121.526835, 25.062835?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.530805,25.071606;121.526835, 25.062835?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
文湖街21巷/文湖街(東北側),"The N.E. side of Ln. 21, Wenhu St. & Wenhu St.",44,BR15,573.3090384,TPE0110,110,TPE,文湖國小,Wenhu Elementary School,25.086376,121.560888,25.084484,121.556098,"https://api.mapbox.com/directions/v5/mapbox/walking/121.560888,25.086376;121.556098, 25.084484?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.560888,25.086376;121.556098, 25.084484?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
復興南路一段/仁愛路三段123巷13弄(西北側),"The N.W. side of Sec. 1, Fuxing S. Rd. & Aly. 13, Ln. 123, Sec. 3, Ren’ai Rd.",54,BR10,130.6222165,TPE0111,111,TPE,捷運忠孝復興站(2號出口),MRT Zhongxiao Fuxing Sta.(Exit 2),25.040184,121.543497,25.041355,121.543422,"https://api.mapbox.com/directions/v5/mapbox/walking/121.543497,25.040184;121.543422, 25.041355?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.543497,25.040184;121.543422, 25.041355?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
大業路/中和街交叉口(鄰近凱達格蘭文化館/北投復興公園),Daye Rd. & Zhonghe St.  Intersection,48,R27,70.24109913,TPE0112,112,TPE,捷運新北投站,MRT Xinbeitou Sta.,25.137456,121.503124,25.136968,121.503524,"https://api.mapbox.com/directions/v5/mapbox/walking/121.503124,25.137456;121.503524, 25.136968?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.503124,25.137456;121.503524, 25.136968?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
